CodeClient,DateCreation,SecteurCo,SecteurAct,NivSupp1,NivSupp2
7257,11/3/2011,50,N,G1032,G0014
7258,11/3/2011,50,N,G1012,G1137
7259,11/3/2011,50,N,G1081,G0052
7260,11/3/2011,50,N,G1032,G0014
7261,11/3/2011,50,N,,
7262,11/3/2011,50,N,G1017,
7263,11/3/2011,50,N,G1032,G0014
7264,11/3/2011,50,N,G1016,
7265,11/3/2011,50,N,G1032,G0014
7266,11/3/2011,50,N,G1037,G0061
7268,11/3/2011,50,N,G1037,G0061
7270,11/3/2011,50,N,G1032,G0014
7271,11/3/2011,50,N,G1016,
7273,11/3/2011,50,N,G1089,G0038
7274,11/3/2011,50,N,G1032,G0014
7275,11/3/2011,50,N,G1032,G0014
7276,11/3/2011,50,N,G0050,
7277,11/3/2011,50,N,G1016,
7278,11/3/2011,50,N,G1032,G0014
7279,11/3/2011,50,N,G1032,G0014
7280,11/3/2011,50,N,G1032,G0014
7281,11/3/2011,50,N,G1089,G0038
7282,11/3/2011,50,N,G1089,G0038
7283,11/3/2011,50,N,G1089,G0038
7284,11/3/2011,40,N,G1016,
7285,11/3/2011,50,N,G1016,
7286,11/3/2011,50,N,G1032,G0014
7287,11/3/2011,50,N,G1032,G0014
7288,11/3/2011,50,N,G1032,G0014
7289,11/3/2011,50,N,G1032,G0014
7290,11/3/2011,50,N,G1032,G0014
7291,11/3/2011,50,N,G1032,G0014
7292,11/3/2011,50,N,,
7293,11/3/2011,50,N,G1012,G1137
7294,11/3/2011,50,N,G1032,G0014
7295,11/3/2011,50,N,G1032,G0014
7296,11/3/2011,50,N,G1012,G1137
7297,11/3/2011,50,N,G1012,G1137
7298,11/3/2011,40,N,G1032,G0014
7299,11/3/2011,70,N,G1032,G0014
7300,11/3/2011,70,N,G1032,G0014
7301,11/3/2011,70,N,,
7302,11/3/2011,70,N,G1091,
7303,11/3/2011,70,N,G1091,
7304,11/3/2011,70,N,G1032,G0014
7305,11/3/2011,70,N,G1093,G0014
7306,11/3/2011,70,N,G1032,G0014
7307,11/3/2011,70,N,,
7308,11/3/2011,70,N,G1032,G0014
7309,11/3/2011,70,N,G1032,G0014
7310,11/3/2011,70,N,G1032,G0014
7311,11/3/2011,70,N,G1032,G0014
7312,11/3/2011,70,N,G1091,
7313,11/3/2011,70,N,G1091,
7315,11/3/2011,70,N,G1091,
7317,11/3/2011,50,N,G1089,G0038
7318,11/3/2011,50,N,G1014,G0014
7319,11/3/2011,40,FAB,,
7320,11/3/2011,40,EG,,
7321,11/3/2011,50,N,,
7322,11/3/2011,70,N,G1012,G1137
7323,11/3/2011,80,N,G1012,G1137
7324,11/3/2011,40,N,,
7325,11/3/2011,40,N,,
7326,11/3/2011,40,FEN,,
7327,11/3/2011,50,N,,
7328,11/3/2011,40,N,G1097,G0014
7329,11/3/2011,40,N,G1047,G0021
7330,11/3/2011,40,EG,G0003,
7331,11/3/2011,70,FEN,,
7332,11/3/2011,40,FAB,,
7333,11/3/2011,80,N,,
7334,11/3/2011,80,N,G1037,G0061
7335,11/3/2011,80,N,G1037,G0061
7336,11/3/2011,80,N,,
7337,11/3/2011,40,FEN,,
7338,11/3/2011,40,FAB,,
7339,11/3/2011,91,FAB,,
7340,11/3/2011,50,N,G1054,G0012
7341,11/3/2011,50,N,G0012,
7342,11/3/2011,50,N,G0012,
7343,11/3/2011,50,N,G0012,
7344,11/3/2011,50,N,G0012,
7345,11/3/2011,50,N,G1112,G0012
7346,11/3/2011,50,N,G1054,G0012
7347,11/3/2011,50,N,G1054,G0012
7348,11/3/2011,50,N,G1054,G0012
7349,11/3/2011,50,N,G1054,G0012
7350,11/3/2011,50,N,G0012,
7351,11/3/2011,80,FAB,,
7352,11/3/2011,80,N,,
7353,11/3/2011,50,N,G1016,
7354,11/3/2011,90,FEN,,
7355,11/3/2011,50,N,G1089,G0038
7356,11/3/2011,50,N,G1089,G0038
7357,11/3/2011,50,N,G1089,G0038
7358,11/3/2011,50,N,G1089,G0038
7359,11/3/2011,50,N,G1089,G0038
7360,11/3/2011,50,N,G1089,G0038
7361,11/3/2011,50,N,G1089,G0038
7362,11/3/2011,50,N,G1089,G0038
7363,11/3/2011,80,N,G1056,G0014
7364,11/3/2011,50,N,G1032,G0014
7365,11/3/2011,70,N,G1032,G0014
7366,11/3/2011,50,N,G1032,G0014
7367,11/3/2011,50,N,G1082,G0052
7368,11/3/2011,50,N,G1082,G0052
7369,11/3/2011,50,N,G1082,G0052
7370,11/3/2011,50,N,G1082,G0052
7371,11/3/2011,80,N,G1016,
7372,11/3/2011,80,N,g1110,G1016
7373,11/3/2011,80,N,G1016,
7374,11/3/2011,80,N,G1016,
7375,11/3/2011,80,N,G1108,G1016
7376,11/3/2011,80,N,G1016,
7377,11/3/2011,80,N,G1016,
7378,11/3/2011,80,N,G1016,
7379,11/3/2011,80,N,G1016,
7380,11/3/2011,80,N,G1016,
7381,11/3/2011,50,N,G1016,
7382,11/3/2011,50,N,G1016,
7383,11/3/2011,80,N,G1016,
7384,11/3/2011,80,N,G1016,
7385,11/3/2011,80,N,G1016,
7386,11/3/2011,80,N,G1016,
7387,11/3/2011,80,N,G1110,G1016
7388,11/3/2011,80,N,G1110,G1016
7389,11/3/2011,80,N,G1016,
7390,11/3/2011,70,N,G1106,G1016
7391,11/3/2011,80,FEN,G1114,G0006
7392,11/3/2011,40,N,G1085,G0038
7393,11/3/2011,40,N,G1028,G0014
7394,11/3/2011,40,N,G1100,G0038
7395,11/3/2011,40,N,G1012,G1137
7396,11/3/2011,40,N,G1012,G1137
7397,11/3/2011,80,N,G1097,G0014
7398,11/3/2011,50,FP,,
7399,11/3/2011,70,N,,
7400,11/3/2011,80,N,G1016,
7401,11/3/2011,80,N,G1016,
7402,11/3/2011,70,N,G1037,G0061
7403,11/3/2011,50,N,G1037,G0061
7404,11/3/2011,50,N,G1037,G0061
7405,11/3/2011,80,N,G1037,G0061
7406,11/3/2011,40,N,G1097,G0014
7407,11/3/2011,40,N,G1097,G0014
7408,11/3/2011,70,N,,
7409,11/3/2011,70,FEN,,
7410,11/3/2011,70,N,G1037,G0061
7411,11/3/2011,70,N,G1037,G0061
7412,11/3/2011,70,N,G1037,G0061
7413,11/3/2011,70,N,G1037,G0061
7414,11/3/2011,70,N,G1037,G0061
7415,11/3/2011,80,N,G1037,G0061
7416,11/3/2011,50,N,G1037,G0061
7417,11/3/2011,40,N,G1037,G0061
7418,11/3/2011,50,N,g1106,G1016
7419,11/3/2011,50,N,,
7420,11/3/2011,40,N,G1037,G0061
7421,11/3/2011,70,FEN,,
7423,11/3/2011,50,N,G1037,G0061
7426,11/3/2011,50,N,G0004,
7430,11/3/2011,80,GSB,G0011,
7431,11/3/2011,50,N,G1012,G1137
7432,11/3/2011,80,N,,
7433,11/3/2011,91,FAB,,
7434,11/3/2011,70,FAB,,
7435,11/3/2011,50,EG,,
7436,11/3/2011,70,N,,
7437,11/3/2011,70,N,G1076,G0052
7438,11/3/2011,70,N,G1076,G0052
7439,11/3/2011,70,N,G1012,G1137
7440,11/3/2011,50,GSB,,
7441,11/3/2011,70,FAB,,
7442,11/3/2011,70,N,G1077,G0052
7443,11/3/2011,50,EG,,
7444,11/3/2011,40,N,,
7446,11/3/2011,70,N,G1089,G0038
7447,11/3/2011,70,FEN,,
7448,11/3/2011,40,FEN,,
7449,11/3/2011,80,FAB,,
7450,11/3/2011,80,N,,
7451,11/3/2011,80,EG,,
7454,11/3/2011,40,FAB,,
7455,11/3/2011,50,N,G1037,G0061
7456,11/3/2011,80,N,,
7457,11/3/2011,40,FAB,G1030,G0053
7458,11/3/2011,80,FEN,,
7459,11/3/2011,80,N,,
7460,11/3/2011,90,N,G1055,G0014
7461,11/3/2011,90,N,G1040,G0014
7462,11/3/2011,90,N,,
7463,11/3/2011,90,FEN,,
7464,11/3/2011,50,N,G1012,G1137
7465,11/3/2011,70,EG,,
7466,11/3/2011,50,FEN,,
7467,11/3/2011,90,FAB,,
7468,11/3/2011,70,N,G1089,G0038
7469,11/3/2011,70,N,G1089,G0038
7470,11/3/2011,70,N,G1089,G0038
7471,11/3/2011,70,N,G1089,G0038
7472,11/3/2011,50,N,G1089,G0038
7473,11/3/2011,70,EG,,
7474,11/3/2011,80,N,G1058,G0052
7475,11/3/2011,80,N,G1058,G0052
7476,11/3/2011,80,N,G1037,G0061
7477,11/3/2011,80,N,G1037,G0061
7478,11/3/2011,40,N,G1037,G0061
7479,11/3/2011,80,N,G1037,G0061
7480,11/3/2011,80,N,G1037,G0061
7481,11/3/2011,70,N,G1037,G0061
7482,11/3/2011,80,N,G1037,G0061
7483,11/3/2011,70,N,,
7484,11/3/2011,40,FAB,,
7485,11/3/2011,40,FAB,,
7486,11/3/2011,40,N,G1106,G1016
7487,11/3/2011,50,N,G1037,G0061
7488,11/3/2011,80,EG,,
7489,11/3/2011,80,FEN,,
7490,11/3/2011,40,N,G1083,G0052
7491,11/3/2011,80,FEN,,
7492,11/3/2011,80,N,,
7493,11/3/2011,50,FAB,,
7494,11/3/2011,50,N,G0050,
7495,11/3/2011,80,N,G1094,G0014
7496,11/3/2011,80,N,G1094,G0014
7497,11/3/2011,80,N,G1094,G0014
7498,11/3/2011,80,N,G1094,G0014
7499,11/3/2011,80,N,G1094,G0014
7500,11/3/2011,80,N,G1058,G0052
7501,11/3/2011,80,N,G1094,G0014
7502,11/3/2011,80,N,G1094,G0014
7503,11/3/2011,80,N,G1037,G0061
7504,11/3/2011,80,N,G1094,G0014
7505,11/3/2011,80,N,G1094,G0014
7506,11/3/2011,80,N,G1094,G0014
7507,11/3/2011,80,N,G1094,G0014
7508,11/3/2011,80,N,,
7509,11/3/2011,80,N,G1094,G0014
7510,11/3/2011,80,N,G1094,G0014
7511,11/3/2011,80,N,G1094,G0014
7512,11/3/2011,80,N,G1037,G0061
7513,11/3/2011,80,N,G1113,G0010
7514,11/3/2011,80,N,G1011,G0002
7515,11/3/2011,40,N,G1100,G0038
7516,11/3/2011,40,N,G1100,G0038
7517,11/3/2011,40,N,G1100,G0038
7518,11/3/2011,40,N,G1100,G0038
7519,11/3/2011,80,N,G1100,G0038
7520,11/3/2011,50,N,,
7521,11/3/2011,50,FAB,,
7522,11/3/2011,50,FEN,,
7523,11/3/2011,70,N,G1076,G0052
7524,11/3/2011,80,FAB,,
7525,11/3/2011,50,EG,,
7526,11/3/2011,80,N,,
7527,11/3/2011,70,N,,
7528,11/3/2011,40,EG,,
7529,11/3/2011,50,N,G1032,G0014
7530,11/3/2011,80,N,,
7532,11/3/2011,80,N,,
7533,11/3/2011,80,N,G1037,G0061
7534,11/3/2011,70,N,G1037,G0061
7535,11/3/2011,80,N,G1016,
7536,11/3/2011,80,N,G1037,G0061
7537,11/3/2011,50,N,G1037,G0061
7538,11/3/2011,50,N,,
7539,11/3/2011,40,EG,,
7540,11/3/2011,70,FAB,,
7541,11/3/2011,40,N,,
7542,11/3/2011,91,FAB,,
7543,11/3/2011,70,EG,,
7544,11/3/2011,70,N,,
7545,11/3/2011,40,N,G1056,G0014
7546,11/3/2011,40,N,,
7547,11/3/2011,70,N,,
7548,11/3/2011,70,EG,,
7549,11/3/2011,80,N,,
7550,11/3/2011,70,N,G0050,
7551,11/3/2011,70,EG,,
7552,11/3/2011,70,N,,
7553,11/3/2011,50,N,G1082,G0052
7554,11/3/2011,50,N,G1089,G0038
7555,11/3/2011,40,N,,
7556,11/3/2011,80,EG,,
7557,11/3/2011,70,FAB,,
7558,11/3/2011,50,FEN,G1111,G0003
7560,11/3/2011,70,FAB,,
7561,11/3/2011,70,N,,
7562,11/3/2011,90,FEN,,
7563,11/3/2011,50,N,,
7564,11/3/2011,40,FAB,,
7565,11/3/2011,80,N,,
7566,11/3/2011,70,FEN,,
7567,11/3/2011,40,FAB,,
7568,11/3/2011,70,FEN,,
7569,11/3/2011,70,FEN,,
7570,11/3/2011,80,N,G1097,G0014
7571,11/3/2011,40,FEN,,
7572,11/3/2011,40,FEN,,
7573,11/3/2011,50,FEN,,
7574,11/3/2011,50,FAB,G1132,G0057
7575,11/3/2011,80,EG,,
7576,11/3/2011,80,N,,
7577,11/3/2011,50,N,G1097,G0014
7578,11/3/2011,70,EG,,
7579,11/3/2011,80,N,,
7580,11/3/2011,40,EG,,
7581,11/3/2011,80,FEN,G1122,G0036
7582,11/3/2011,70,FEN,,
7583,11/3/2011,80,FEN,,
7584,11/3/2011,70,FEN,,
7587,11/3/2011,50,EG,,
7588,11/3/2011,40,N,,
7589,11/3/2011,40,N,,
7590,11/3/2011,50,FEN,,
7592,11/3/2011,50,FEN,,
7593,11/3/2011,80,N,G1058,G0052
7594,11/3/2011,50,EG,,
7595,11/3/2011,80,N,,
7596,11/3/2011,80,FAB,,
7597,11/3/2011,50,EG,,
7598,11/3/2011,40,EG,,
7599,11/3/2011,40,N,G1073,G0052
7600,11/3/2011,90,N,G1047,G0021
7601,11/3/2011,50,N,G1082,G0052
7602,11/3/2011,50,N,G1032,G0014
7603,11/3/2011,50,N,G1032,G0014
7604,11/3/2011,40,N,,
7605,11/3/2011,80,N,G1016,
7606,11/3/2011,90,FEN,G1016,
7607,11/3/2011,80,N,,
7608,11/3/2011,80,N,G1097,G0014
7609,11/3/2011,50,FAB,,
7610,11/3/2011,80,N,G1113,G0010
7611,11/3/2011,80,N,G1114,G0006
7612,11/3/2011,40,N,,
7613,11/3/2011,80,N,,
7614,11/3/2011,50,N,,
7615,11/3/2011,50,EG,,
7616,11/3/2011,80,EG,,
7617,11/3/2011,50,EG,,
7618,11/3/2011,50,EG,G1051,G1052
7619,11/3/2011,80,N,G1083,G0052
7620,11/3/2011,70,FEN,G1047,G0021
7621,11/3/2011,80,N,G1083,G0052
7622,11/3/2011,80,N,,
7623,11/3/2011,70,N,,
7624,11/3/2011,90,FAB,,
7625,11/3/2011,70,FEN,,
7628,11/3/2011,40,N,G1097,G0014
7629,11/3/2011,40,N,,
7630,11/3/2011,80,EG,,
7631,11/3/2011,91,FAB,,
7632,11/3/2011,70,EG,,
7633,11/3/2011,40,N,,
7634,11/3/2011,40,N,,
7635,11/3/2011,70,EG,,
7636,11/3/2011,50,EG,,
7637,11/3/2011,80,FAB,,
7639,11/3/2011,80,EG,,
7640,11/3/2011,40,EG,,
7641,11/3/2011,80,FAB,,
7642,11/3/2011,40,EG,,
7643,11/3/2011,50,EG,,
7644,11/3/2011,50,N,,
7645,11/3/2011,40,N,,
7646,11/3/2011,1,EG,,
7647,11/3/2011,40,N,G1097,G0014
7648,11/3/2011,40,N,G1097,G0014
7649,11/3/2011,40,N,G1097,G0014
7650,11/3/2011,40,N,G1097,G0014
7651,11/3/2011,40,N,G1028,G0014
7652,11/3/2011,40,N,G1097,G0014
7653,11/3/2011,40,EG,,
7654,11/3/2011,50,FAB,,
7655,11/3/2011,70,FAB,,
7656,11/3/2011,50,EG,,
7657,11/3/2011,70,FEN,,
7658,11/3/2011,50,FEN,,
7659,11/3/2011,50,FEN,,
7660,11/3/2011,80,FEN,,
7661,11/3/2011,70,N,G1097,G0014
7662,11/3/2011,40,FEN,,
7663,11/3/2011,80,EG,,
7664,11/3/2011,40,N,G1037,G0061
7665,11/3/2011,70,FEN,,
7666,11/3/2011,40,FEN,,
7667,11/3/2011,50,FEN,,
7668,11/3/2011,80,FEN,,
7669,11/3/2011,50,FEN,,
7670,11/3/2011,70,N,,
7671,11/3/2011,40,FAB,G1051,G1052
7672,11/3/2011,50,FEN,,
7673,11/3/2011,80,FEN,,
7675,11/3/2011,90,DIVERS,,
7676,11/3/2011,1,N,,
7677,11/3/2011,50,FEN,,
7678,11/3/2011,80,FEN,,
7679,11/3/2011,50,EG,,
7680,11/3/2011,70,FEN,,
7681,11/3/2011,70,FEN,,
7682,11/3/2011,40,FP,,
7683,11/3/2011,40,FEN,,
7684,11/3/2011,1,FAB,,
7685,11/3/2011,80,FEN,,
7686,11/3/2011,70,FEN,,
7687,11/3/2011,40,FEN,,
7688,11/3/2011,80,FEN,,
7689,11/3/2011,80,FEN,,
7690,11/3/2011,40,DIVERS,,
7691,11/3/2011,90,FEN,G1012,G1137
7692,11/3/2011,70,FEN,,
7693,11/3/2011,70,FAB,,
7694,11/3/2011,80,FEN,,
7695,11/3/2011,70,FAB,,
7696,11/3/2011,70,FEN,,
7697,11/3/2011,40,FEN,,
7698,11/3/2011,70,FEN,,
7699,11/3/2011,50,FEN,,
7700,11/3/2011,50,FEN,,
7701,11/3/2011,40,FAB,,
7702,11/3/2011,91,FAB,,
7703,11/3/2011,50,FEN,,
7704,11/3/2011,91,FAB,,
7706,11/3/2011,50,FEN,,
7707,11/3/2011,40,FEN,G1134,G0063
7708,11/3/2011,50,FEN,,
7709,11/3/2011,50,FAB,,
7710,11/3/2011,80,FEN,,
7711,11/3/2011,90,FEN,,
7712,11/3/2011,80,FEN,G0063,
7713,11/3/2011,40,FEN,,
7714,11/3/2011,80,FEN,,
7715,11/3/2011,70,FEN,,
7716,11/3/2011,80,FAB,,
7717,11/3/2011,40,FEN,,
7718,11/3/2011,50,FEN,,
7719,11/3/2011,50,DIVERS,,
7720,11/3/2011,92,FEN,,
7721,11/3/2011,40,FEN,,
7722,11/3/2011,70,FAB,,
7723,11/3/2011,40,FEN,,
7724,11/3/2011,50,FAB-POS,,
7725,11/3/2011,70,FEN,,
7727,11/3/2011,80,FEN,,
7728,11/3/2011,70,FEN,,
7729,11/3/2011,40,FEN,,
7730,11/3/2011,70,FEN,,
7731,11/3/2011,40,FAB,,
7733,11/3/2011,50,FEN,,
7734,11/3/2011,80,FEN,,
7735,11/3/2011,40,FAB,,
7736,11/3/2011,80,FEN,,
7737,11/3/2011,70,FEN,,
7738,11/3/2011,40,FEN,,
7739,11/3/2011,90,FEN,,
7740,11/3/2011,70,FP,,
7741,11/3/2011,40,FEN,,
7742,11/3/2011,40,FEN,G0063,
7743,11/3/2011,80,DIVERS,G1011,G0002
7744,11/3/2011,80,DIVERS,,
7745,11/3/2011,80,DIVERS,,
7746,11/3/2011,80,DIVERS,G1139,G0071
7747,11/3/2011,80,FEN,,
7748,11/3/2011,80,FAB,,
7749,11/3/2011,80,FEN,G0063,
7750,11/3/2011,80,FAB,,
7752,11/3/2011,80,FEN,G0063,
7753,11/3/2011,80,FEN,G0063,
7754,11/3/2011,70,FEN,G1134,G0063
7756,11/3/2011,80,FEN,,
7757,11/3/2011,50,EG,,
7758,11/3/2011,40,FEN,,
7759,11/3/2011,70,FEN,G1134,G0063
7760,11/3/2011,80,FEN,,
7761,11/3/2011,80,FEN,,
7762,11/3/2011,80,FEN,,
7763,11/3/2011,40,FEN,G0063,
7764,11/3/2011,80,FAB,,
7765,11/3/2011,40,FEN,G0063,
7766,11/3/2011,70,FEN,,
7767,11/3/2011,40,FEN,G0063,
7768,11/3/2011,70,FEN,G0003,
7769,11/3/2011,70,FEN,,
7770,11/3/2011,90,FEN,,
7771,11/3/2011,50,FAB,,
7772,11/3/2011,70,FEN,,
7773,11/3/2011,40,FEN,,
7774,11/3/2011,50,FEN,,
7775,11/3/2011,70,FEN,,
7776,11/3/2011,70,FEN,,
7777,11/3/2011,70,FEN,,
7778,11/3/2011,40,FEN,,
7779,11/3/2011,50,FEN,,
7780,11/3/2011,40,FEN,,
7782,11/3/2011,50,FEN,,
7783,11/3/2011,40,FEN,,
7784,11/3/2011,50,FEN,,
7785,11/3/2011,40,FEN,,
7787,11/3/2011,80,FEN,,
7789,11/3/2011,70,FAB,,
7790,11/3/2011,50,FEN,,
7791,11/3/2011,70,FAB,,
7792,11/3/2011,50,FEN,,
7793,11/3/2011,91,FAB,,
7794,11/3/2011,80,FEN,,
7795,11/3/2011,80,FEN,,
7796,11/3/2011,80,FEN,G1117,G0013
7797,11/3/2011,80,FEN,,
7798,11/3/2011,70,FEN,G0063,
7799,11/3/2011,50,FEN,,
7800,11/3/2011,80,FEN,,
7801,11/3/2011,70,FAB,,
7802,11/3/2011,80,FEN,G0063,
7803,11/3/2011,50,FEN,,
7804,11/3/2011,80,,,
7805,11/3/2011,80,FEN,,
7806,11/3/2011,80,FEN,,
7807,11/3/2011,50,FEN,,
7808,11/3/2011,80,FEN,,
7809,11/3/2011,50,EG,,
7810,11/3/2011,80,FAB,,
7811,11/3/2011,40,FEN,,
7812,11/3/2011,80,FEN,G1134,G0063
7813,11/3/2011,70,FEN,,
7815,11/3/2011,40,FEN,G1113,G0010
7816,11/3/2011,70,FEN,,
7817,11/3/2011,80,FEN,,
7818,11/3/2011,80,FEN,,
7820,11/3/2011,70,FEN,,
7821,11/3/2011,50,FEN,G1130,G0067
7822,11/3/2011,50,FEN,,
7823,11/3/2011,80,FEN,G0003,
7824,11/3/2011,80,FEN,,
7825,11/3/2011,40,FEN,,
7826,11/3/2011,50,FEN,,
7827,11/3/2011,40,FEN,,
7828,11/3/2011,80,FEN,,
7830,11/3/2011,70,FEN,,
7831,11/3/2011,40,FEN,,
7832,11/3/2011,40,FEN,,
7833,11/3/2011,40,FAB,,
7834,11/3/2011,50,FEN,G1097,G0014
7835,11/3/2011,70,FEN,,
7836,11/3/2011,50,FEN,,
7837,11/3/2011,70,FAB,,
7838,11/3/2011,70,FAB,,
7839,11/3/2011,90,FEN,,
7840,11/3/2011,70,FAB,,
7841,11/3/2011,70,FEN,,
7842,11/3/2011,70,FAB,,
7843,11/3/2011,70,FAB,,
7844,11/3/2011,90,FAB,,
7845,11/3/2011,40,FEN,,
7846,11/3/2011,70,FEN,,
7847,11/3/2011,70,FEN,,
7848,11/3/2011,40,FEN,,
7849,11/3/2011,40,FEN,,
7851,11/3/2011,50,FAB,,
7852,11/3/2011,50,FAB,,
7853,11/3/2011,50,FEN,G1097,G0014
7854,11/3/2011,80,FEN,,
7855,11/3/2011,80,FEN,G0036,
7856,11/3/2011,50,FAB,G1139,G0071
7857,11/3/2011,40,FEN,,
7858,11/3/2011,80,FEN,,
7859,11/3/2011,80,FEN,,
7860,11/3/2011,80,FEN,,
7861,11/3/2011,80,FEN,,
7862,11/3/2011,80,FEN,,
7863,11/3/2011,80,DIVERS,,
7864,11/3/2011,40,FAB,,
7865,11/3/2011,40,FAB,,
7866,11/3/2011,40,FAB,,
7867,11/3/2011,40,FEN,,
7868,11/3/2011,50,FEN,,
7870,11/3/2011,40,FEN,,
7871,11/3/2011,40,FAB,,
7872,11/3/2011,80,N,G1110,G1016
7873,11/3/2011,70,FEN,,
7874,11/3/2011,40,FEN,,
7875,11/3/2011,40,FEN,,
7876,11/3/2011,80,FAB,,
7877,11/3/2011,80,FEN,,
7878,11/3/2011,70,FEN,,
7879,11/3/2011,80,FEN,,
7881,11/3/2011,70,FEN,,
7882,11/3/2011,50,FAB,,
7883,11/3/2011,80,FEN,,
7884,11/3/2011,50,FEN,,
7885,11/3/2011,70,FAB,,
7886,11/3/2011,70,FEN,,
7887,11/3/2011,80,FEN,,
7888,11/3/2011,70,FEN,G1134,G0063
7889,11/3/2011,40,FEN,,
7890,11/3/2011,40,FEN,,
7891,11/3/2011,40,FEN,,
7892,11/3/2011,70,FAB,,
7893,11/3/2011,40,FEN,G1051,G1052
7894,11/3/2011,50,FEN,,
7895,11/3/2011,40,FAB,,
7896,11/3/2011,40,FEN,,
7897,11/3/2011,70,FEN,,
7898,11/3/2011,50,FEN,G1097,G0014
7899,11/3/2011,40,FEN,,
7900,11/3/2011,80,FAB,,
7901,11/3/2011,40,FAB,,
7902,11/3/2011,40,FEN,,
7903,11/3/2011,90,FEN,,
7904,11/3/2011,50,FEN,,
7905,11/3/2011,50,FP,,
7906,11/3/2011,50,FEN,,
7907,11/3/2011,40,FEN,,
7908,11/3/2011,40,FEN,,
7909,11/3/2011,50,FAB,,
7910,11/3/2011,40,FEN,,
7912,11/3/2011,50,FEN,,
7913,11/3/2011,80,FEN,G1051,G1052
7914,11/3/2011,80,FEN,,
7915,11/3/2011,50,FEN,,
7916,11/3/2011,70,FEN,,
7917,11/3/2011,50,FEN,G1134,G0063
7918,11/3/2011,70,FEN,,
7919,11/3/2011,70,FEN,G1037,G0061
7920,11/3/2011,50,FEN,,
7921,11/3/2011,50,FEN,,
7922,11/3/2011,80,FAB,,
7923,11/3/2011,80,FEN,G1089,G0038
7924,11/3/2011,50,FEN,,
7925,11/3/2011,50,FEN,,
7926,11/3/2011,50,FEN,,
7927,11/3/2011,40,FEN,G0063,
7928,11/3/2011,70,FEN,,
7929,11/3/2011,70,FAB,,
7930,11/3/2011,80,FAB,,
7931,11/3/2011,40,FEN,,
7932,11/3/2011,50,FAB,,
7933,11/3/2011,80,FEN,,
7934,11/3/2011,80,FEN,,
7935,11/3/2011,70,FEN,,
7936,11/3/2011,70,FEN,,
7937,11/3/2011,40,FEN,,
7938,11/3/2011,50,FEN,,
7939,11/3/2011,50,FEN,,
7940,11/3/2011,40,FEN,,
7941,11/3/2011,50,FEN,G0057,
7942,11/3/2011,40,FEN,,
7943,11/3/2011,40,FEN,,
7944,11/3/2011,40,FEN,,
7945,11/3/2011,40,FEN,,
7946,11/3/2011,40,FEN,,
7947,11/3/2011,40,FEN,G0067,
7948,11/3/2011,50,FEN,,
7949,11/3/2011,50,FAB,,
7950,11/3/2011,40,FEN,,
7951,11/3/2011,50,FEN,,
7952,11/3/2011,40,FEN,G0036,
7953,11/3/2011,50,FEN,,
7954,11/3/2011,40,FEN,,
7955,11/3/2011,50,FAB,,
7956,11/3/2011,50,FEN,G0063,
7957,11/3/2011,70,FAB,,
7958,11/3/2011,92,FAB,,
7959,11/3/2011,50,FAB,,
7960,11/3/2011,50,FEN,,
7961,11/3/2011,50,FEN,,
7962,11/3/2011,40,FAB,,
7963,11/3/2011,40,FAB,,
7964,11/3/2011,40,FEN,,
7965,11/3/2011,40,EG,,
7966,11/3/2011,40,FEN,,
7967,11/3/2011,40,FAB,,
7968,11/3/2011,40,FAB,,
7969,11/3/2011,40,FAB,,
7970,11/3/2011,40,FEN,,
7971,11/3/2011,50,FAB,,
7972,11/3/2011,50,FEN,,
7973,11/3/2011,50,FEN,,
7974,11/3/2011,50,FAB,,
7975,11/3/2011,50,FAB,,
7976,11/3/2011,80,FEN,,
7977,11/3/2011,50,FEN,,
7978,11/3/2011,40,FEN,,
7979,11/3/2011,50,FEN,,
7980,11/3/2011,70,FEN,,
7981,11/3/2011,70,FEN,,
7982,11/3/2011,90,FEN,,
7984,11/3/2011,40,FEN,G1111,G0003
7985,11/3/2011,80,FAB,,
7986,11/3/2011,80,FEN,,
7987,11/3/2011,80,FEN,,
7988,11/3/2011,80,FAB,,
7989,11/3/2011,50,FEN,,
7990,11/3/2011,80,FEN,,
7991,11/3/2011,80,FEN,,
7992,11/3/2011,80,FEN,,
7993,11/3/2011,70,FEN,,
7994,11/3/2011,70,FEN,,
7995,11/3/2011,40,FEN,,
7996,11/3/2011,50,FEN,,
7997,11/3/2011,50,FEN,,
7998,11/3/2011,50,FEN,,
7999,11/3/2011,70,FEN,,
8000,11/3/2011,50,FEN,,
8001,11/3/2011,40,FEN,,
8002,11/3/2011,90,FEN,,
8003,11/3/2011,40,FEN,,
8004,11/3/2011,90,FP,,
8005,11/3/2011,40,FEN,,
8006,11/3/2011,40,DIVERS,,
8007,11/3/2011,90,FEN,,
8008,11/3/2011,70,FEN,,
8009,11/3/2011,50,FAB,,
8010,11/3/2011,40,FEN,G1113,G0010
8011,11/3/2011,40,FEN,,
8012,11/3/2011,50,FAB,,
8013,11/3/2011,70,FEN,,
8014,11/3/2011,70,FAB,,
8015,11/3/2011,70,FEN,,
8016,11/3/2011,40,FAB,,
8017,11/3/2011,50,FEN,,
8018,11/3/2011,50,N,,
8019,11/3/2011,80,N,G1097,G0014
8020,11/3/2011,80,FEN,,
8021,11/3/2011,70,FEN,,
8022,11/3/2011,80,FAB,,
