CodeClient,DateCreation,SecteurCo,SecteurAct,NivSupp1,NivSupp2
3404,11/2/2011,80,N,G1058,G0052
3405,11/2/2011,50,N,G1058,G0052
3407,11/2/2011,80,N,G1058,G0052
3408,11/2/2011,70,N,G1021,G0015
3409,11/2/2011,70,N,G1037,G0061
3410,11/2/2011,40,N,G1074,G0052
3411,11/2/2011,70,N,G1076,G0052
3412,11/2/2011,40,N,G1068,G0050
3413,11/2/2011,50,N,g1109,G1016
3414,11/2/2011,40,N,G1079,G0052
3415,11/2/2011,70,N,,
3417,11/2/2011,50,N,G1089,G0038
3418,11/2/2011,80,FEN,,
3419,11/2/2011,40,N,,
3420,11/2/2011,50,N,G1110,G1016
3422,11/2/2011,80,N,G1058,G0052
3423,11/2/2011,80,N,,
3424,11/2/2011,50,N,G1089,G0038
3425,11/2/2011,40,N,G1085,G0038
3426,11/2/2011,70,N,G1076,G0052
3427,1/16/2013,40,DIVERS,,
3428,11/2/2011,40,EG,G1033,G0053
3429,11/2/2011,40,N,G1047,G0021
3430,11/2/2011,40,N,G1105,G0001
3431,11/2/2011,80,FAB,G1023,G0042
3432,11/2/2011,70,N,G1077,G0052
3433,11/2/2011,80,N,G1058,G0052
3434,11/2/2011,50,N,,
3435,11/2/2011,50,N,G1089,G0038
3437,11/2/2011,50,N,g1109,G1016
3438,11/2/2011,70,N,G1076,G0052
3439,11/2/2011,40,N,G1037,G0061
3440,11/2/2011,50,N,G1058,G0052
3441,11/2/2011,40,EG,,
3442,11/2/2011,50,FAB,,
3443,11/2/2011,50,N,,
3444,11/2/2011,80,N,G1083,G0052
3445,11/2/2011,40,N,G1074,G0052
3446,11/2/2011,80,GSB,G1123,G0030
3448,11/2/2011,50,N,G1037,G0061
3449,11/2/2011,50,FAB,G1124,G0039
3450,11/2/2011,50,N,G1054,G0012
3451,11/2/2011,80,FAB,,
3452,11/2/2011,40,N,G1012,G1137
3453,11/2/2011,80,N,,
3454,11/2/2011,80,N,G1058,G0052
3455,11/2/2011,80,N,G1108,G1016
3456,11/2/2011,70,N,G1037,G0061
3457,11/2/2011,80,N,G1094,G0014
3458,11/2/2011,40,N,G1037,G0061
3459,11/2/2011,40,N,G1080,G0052
3460,11/2/2011,40,FAB,,
3461,11/2/2011,70,N,G0016,G0038
3462,11/2/2011,80,N,G1083,G0052
3463,11/2/2011,40,N,G1037,G0061
3464,11/2/2011,90,N,,
3465,11/2/2011,90,N,G1097,G0014
3466,11/2/2011,70,FAB,G1129,G0051
3467,11/2/2011,40,N,G1073,G0052
3468,11/2/2011,50,N,,
3469,11/2/2011,50,N,G1082,G0052
3470,11/2/2011,50,N,,
3471,11/2/2011,80,N,,
3472,11/2/2011,80,FEN,,
3473,11/2/2011,40,FAB,,
3474,11/2/2011,90,N,G1078,G0052
3475,11/2/2011,80,N,G1058,G0052
3476,11/2/2011,40,N,G1105,G0001
3477,11/2/2011,40,N,G1037,G0061
3478,11/2/2011,80,FAB,,
3479,11/2/2011,40,N,G1074,G0052
3480,11/2/2011,40,N,G1083,G0052
3481,11/2/2011,50,N,G1037,G0061
3482,11/2/2011,80,N,G1083,G0052
3483,11/2/2011,80,N,g1106,G1016
3484,11/2/2011,90,N,G1078,G0052
3485,11/2/2011,50,GSB,G1123,G0030
3486,11/2/2011,50,N,G1112,G0012
3487,11/2/2011,70,FEN,,
3488,11/2/2011,50,N,G1089,G0038
3489,11/2/2011,80,FEN,,
3490,11/2/2011,70,N,G1077,G0052
3491,11/2/2011,50,N,G1089,G0038
3492,11/2/2011,80,N,G1058,G0052
3493,11/2/2011,40,N,G1075,G0052
3494,11/2/2011,40,EG,,
3495,11/2/2011,80,N,G1083,G0052
3496,11/2/2011,80,FAB,,
3497,11/2/2011,50,N,G1037,G0061
3498,11/2/2011,50,N,G1089,G0038
3499,11/2/2011,91,FAB,G1127,G0047
3500,11/2/2011,40,N,G1085,G0038
3501,11/2/2011,40,N,G1074,G0052
3502,11/2/2011,50,N,G1112,G0012
3503,11/2/2011,90,N,,
3505,11/2/2011,40,N,G1074,G0052
3506,11/2/2011,40,N,G1079,G0052
3507,11/2/2011,80,N,,
3508,11/2/2011,80,FEN,,
3509,11/2/2011,50,N,G1082,G0052
3510,11/2/2011,80,N,G1089,G0038
3511,11/2/2011,50,FAB,,
3512,11/2/2011,50,N,G1032,G0014
3515,11/2/2011,40,N,G1012,G1137
3516,11/2/2011,50,N,G1089,G0038
3517,11/2/2011,50,N,G1089,G0038
3518,11/2/2011,50,N,G1089,G0038
3519,11/2/2011,50,N,G1112,G0012
3520,11/2/2011,40,N,,
3522,11/2/2011,40,N,G1079,G0052
3524,11/2/2011,80,N,G1083,G0052
3526,11/2/2011,80,N,G1083,G0052
3527,11/2/2011,50,N,G1089,G0038
3528,11/2/2011,80,N,G1100,G0038
3529,11/2/2011,70,N,G1037,G0061
3530,11/2/2011,50,N,G1089,G0038
3531,11/2/2011,40,N,G1100,G0038
3532,11/2/2011,80,N,g1106,G1016
3533,11/2/2011,40,N,G1074,G0052
3534,11/2/2011,50,N,G1082,G0052
3536,11/2/2011,80,FEN,,
3539,11/2/2011,80,FEN,,
3540,11/2/2011,40,N,G1107,G1016
3541,11/2/2011,10,N,G1018,G0001
3542,11/2/2011,80,N,G1083,G0052
3543,11/2/2011,50,N,G1037,G0061
3544,11/2/2011,50,N,G1011,G0002
3545,11/2/2011,40,N,G1097,G0014
3546,11/2/2011,40,N,G1100,G0038
3547,11/2/2011,80,N,G1032,G0014
3548,11/2/2011,50,N,G1112,G0012
3549,11/2/2011,40,FAB,,
3550,11/2/2011,70,N,G1073,G0052
3551,11/2/2011,70,N,,
3552,11/2/2011,80,N,G1083,G0052
3553,11/2/2011,40,N,G1037,G0061
3554,11/2/2011,70,N,,
3555,11/2/2011,70,N,G1064,G0050
3556,11/2/2011,50,N,G1082,G0052
3558,11/2/2011,70,N,G1078,G0052
3559,11/2/2011,50,N,G1089,G0038
3560,11/2/2011,40,N,G1080,G0052
3561,11/2/2011,80,N,G1029,G0052
3562,11/2/2011,40,N,G1074,G0052
3563,11/2/2011,50,N,G1113,G0010
3564,11/2/2011,40,N,G1100,G0038
3566,11/2/2011,70,GSB,G1123,G0030
3567,11/2/2011,80,N,G1108,G1016
3568,11/2/2011,70,FAB,,
3569,11/2/2011,50,N,G1097,G0014
3570,11/2/2011,70,N,G1077,G0052
3571,11/2/2011,40,N,G1100,G0038
3572,11/2/2011,50,N,G1037,G0061
3573,11/2/2011,80,N,G1083,G0052
3574,11/2/2011,40,N,G1060,G0014
3575,11/2/2011,80,N,,
3576,11/2/2011,50,FEN,,
3577,11/2/2011,70,EG,,
3578,11/2/2011,50,N,G1082,G0052
3579,11/2/2011,50,N,g1109,G1016
3580,11/2/2011,80,EG,,
3581,11/2/2011,50,N,G1082,G0052
3582,11/2/2011,70,N,G1015,G0014
3584,11/2/2011,40,N,G1080,G0052
3585,11/2/2011,80,FAB,G1072,G0042
3586,11/2/2011,40,N,G1029,G0052
3587,11/2/2011,40,N,,
3588,11/2/2011,50,N,G1037,G0061
3589,11/2/2011,80,FEN,,
3590,11/2/2011,70,N,G1105,G0001
3594,11/2/2011,80,N,,
3595,11/2/2011,80,N,G1126,G0046
3596,11/2/2011,50,N,,
3597,11/2/2011,40,N,G1056,G0014
3598,11/2/2011,50,N,G1082,G0052
3599,11/2/2011,40,GSB,G1123,G0030
3601,11/2/2011,90,N,G1012,G1137
3602,11/2/2011,40,N,g1106,G1016
3603,11/2/2011,50,N,G1058,G0052
3604,11/2/2011,40,N,G1074,G0052
3605,11/2/2011,50,N,G1081,G0052
3606,11/2/2011,90,FAB,,
3607,11/2/2011,80,FEN,,
3609,11/2/2011,80,N,G1108,G1016
3613,11/2/2011,40,GSB,G1123,G0030
3614,11/2/2011,50,N,G1012,G1137
3616,11/2/2011,50,N,G1097,G0014
3617,11/2/2011,70,N,,
3618,11/2/2011,80,N,G1058,G0052
3619,11/2/2011,40,N,G1100,G0038
3620,11/2/2011,40,N,G1085,G0038
3621,11/2/2011,50,N,G1112,G0012
3622,11/2/2011,80,N,G1056,G0014
3623,11/2/2011,40,N,G0016,G0038
3624,11/2/2011,50,GSB,G1123,G0030
3625,11/2/2011,40,N,G1074,G0052
3626,11/2/2011,50,N,G1135,G0070
3627,11/2/2011,50,N,G1112,G0012
3628,11/2/2011,50,N,g1109,G1016
3629,11/2/2011,70,GSB,G1123,G0030
3631,11/2/2011,80,EG,,
3632,11/2/2011,70,N,,
3633,11/2/2011,50,N,G1112,G0012
3634,11/2/2011,91,FAB,,
3635,11/2/2011,80,N,G1135,G0070
3636,11/2/2011,50,N,G1081,G0052
3637,11/2/2011,40,N,G1107,G1016
3638,11/2/2011,80,N,G1083,G0052
3639,11/2/2011,40,N,G1100,G0038
3640,11/2/2011,80,N,G1083,G0052
3641,11/2/2011,40,N,G1074,G0052
3643,11/2/2011,80,N,G1135,G0070
3644,11/2/2011,40,N,,
3645,11/2/2011,40,N,G1097,G0014
3646,11/2/2011,40,N,G1080,G0052
3647,11/2/2011,40,N,,
3648,11/2/2011,50,N,G1054,G0012
3649,11/2/2011,40,N,G1100,G0038
3650,11/2/2011,80,N,G1097,G0014
3651,11/2/2011,80,N,G1089,G0038
3652,11/2/2011,70,GSB,G1123,G0030
3653,11/2/2011,90,N,G1037,G0061
3654,11/2/2011,40,N,G1100,G0038
3655,11/2/2011,70,N,,
3656,11/2/2011,70,N,G1037,G0061
3657,11/2/2011,50,N,G1025,G0001
3658,11/2/2011,70,N,G1037,G0061
3659,11/2/2011,40,FAB,,
3660,11/2/2011,50,N,g1109,G1016
3661,11/2/2011,80,FEN,G1033,G0053
3662,11/2/2011,40,N,G1080,G0052
3663,11/2/2011,50,N,,
3666,11/2/2011,70,N,G1075,G0052
3667,11/2/2011,80,N,G1108,G1016
3668,11/2/2011,50,N,G1089,G0038
3669,11/2/2011,50,N,G1012,G1137
3670,11/2/2011,50,N,G1113,G0010
3671,11/2/2011,70,N,G1077,G0052
3673,11/2/2011,50,FEN,G1121,G0027
3674,11/2/2011,50,N,G1082,G0052
3675,11/2/2011,40,N,G1074,G0052
3676,11/2/2011,40,N,G1085,G0038
3677,11/2/2011,80,N,G1089,G0038
3678,11/2/2011,80,FEN,,
3679,11/2/2011,80,GSB,G1115,G0011
3680,11/2/2011,50,FEN,G1114,G0006
3681,11/2/2011,40,GSB,G1123,G0030
3682,11/2/2011,40,N,G1093,G0014
3683,11/2/2011,50,N,G1037,G0061
3684,11/2/2011,50,N,G1135,G0070
3685,11/2/2011,40,N,G1100,G0038
3686,11/2/2011,50,N,G1112,G0012
3687,11/2/2011,80,N,G1058,G0052
3688,11/2/2011,40,N,G1075,G0052
3689,11/2/2011,80,FEN,,
3690,11/2/2011,50,N,G1081,G0052
3691,11/2/2011,50,N,G1082,G0052
3692,11/2/2011,40,N,G1080,G0052
3693,11/2/2011,50,N,,
3694,11/2/2011,40,N,G1100,G0038
3695,11/2/2011,40,EG,G1011,G0002
3696,11/2/2011,70,N,G1047,G0021
3697,11/2/2011,50,N,,
3698,11/2/2011,80,N,G1113,G0010
3699,11/2/2011,50,N,G1089,G0038
3700,11/2/2011,70,N,G1037,G0061
3701,11/2/2011,40,N,G1018,G0001
3703,11/2/2011,40,FEN,,
3704,11/2/2011,50,N,,
3705,11/2/2011,80,FAB,,
3706,11/2/2011,70,FEN,,
3707,11/2/2011,70,N,G1077,G0052
3708,11/2/2011,80,N,G1126,G0046
3709,11/2/2011,80,N,G1083,G0052
3710,11/2/2011,70,N,G1055,G0014
3711,11/2/2011,40,N,G1074,G0052
3712,11/2/2011,50,FAB,,
3713,11/2/2011,70,GSB,G1123,G0030
3714,11/2/2011,40,N,G1085,G0038
3715,11/2/2011,50,N,G1082,G0052
3716,11/2/2011,50,N,g1109,G1016
3717,11/2/2011,80,N,G1058,G0052
3718,11/2/2011,40,N,G1060,G0014
3719,11/2/2011,70,N,G1093,G0014
3720,11/2/2011,50,EG,,
3721,11/2/2011,80,N,G1108,G1016
3722,11/2/2011,80,N,G1083,G0052
3723,11/2/2011,80,EG,,
3724,11/2/2011,50,N,G1037,G0061
3727,11/2/2011,50,N,G1037,G0061
3728,11/2/2011,50,EG,,
3729,11/2/2011,80,N,G1089,G0038
3730,11/2/2011,50,N,G1037,G0061
3733,11/2/2011,50,N,G1112,G0012
3734,11/2/2011,80,N,G1108,G1016
3735,11/2/2011,50,FEN,,
3736,11/2/2011,50,N,G1113,G0010
3738,11/2/2011,40,N,G1075,G0052
3739,11/2/2011,80,N,G1100,G0038
3741,11/2/2011,40,N,G1100,G0038
3742,11/2/2011,70,N,G1037,G0061
3743,11/2/2011,80,N,G1108,G1016
3744,11/2/2011,80,N,G1037,G0061
3745,11/2/2011,80,N,G1089,G0038
3748,11/2/2011,70,EG,,
3749,11/2/2011,40,N,G1126,G0046
3750,11/2/2011,80,N,G1094,G0014
3751,11/2/2011,70,N,G1076,G0052
3752,11/2/2011,80,FEN,,
3754,11/2/2011,40,FAB,,
3757,11/2/2011,50,N,G1082,G0052
3758,11/2/2011,80,N,G1083,G0052
3759,11/2/2011,50,N,G1081,G0052
3761,11/2/2011,80,N,G1135,G0070
3762,11/2/2011,40,GSB,G1123,G0030
3763,11/2/2011,50,N,G1094,G0014
3764,11/2/2011,70,N,G1037,G0061
3765,11/2/2011,40,N,G1012,G1137
3766,11/2/2011,80,FEN,,
3767,11/2/2011,80,N,,
3768,11/2/2011,50,FAB,,
3769,11/2/2011,70,N,G1076,G0052
3770,11/2/2011,40,N,G1100,G0038
3771,11/2/2011,50,N,G1112,G0012
3772,11/2/2011,80,N,G1060,G0014
3773,11/2/2011,40,N,G1100,G0038
3774,11/2/2011,80,FEN,,
3775,11/2/2011,50,EG,,
3776,11/2/2011,70,N,G1047,G0021
3777,11/2/2011,80,DIVERS,,
3778,11/2/2011,40,N,G1083,G0052
3779,11/2/2011,80,N,G1058,G0052
3780,11/2/2011,40,N,G1100,G0038
3781,11/2/2011,80,FEN,G1119,G0025
3782,11/2/2011,40,EG,,
3783,11/2/2011,70,N,G1029,G0052
3784,11/2/2011,50,N,G1081,G0052
3785,11/2/2011,40,FAB,,
3786,11/2/2011,70,EG,G0072,
3787,11/2/2011,80,N,G1063,G0050
3788,11/2/2011,50,N,,
3789,11/2/2011,50,N,G1089,G0038
3790,11/2/2011,80,N,G1083,G0052
3791,11/2/2011,80,N,G1083,G0052
3792,11/2/2011,80,N,G1011,G0002
3793,11/2/2011,80,N,G1108,G1016
3794,11/2/2011,40,N,G1074,G0052
3795,11/2/2011,80,DIVERS,,
3796,11/2/2011,80,N,G1114,G0006
3797,11/2/2011,40,N,G1075,G0052
3798,11/2/2011,40,N,G1100,G0038
3800,11/2/2011,91,FAB,G1127,G0047
3802,11/2/2011,50,GSB,G1123,G0030
3803,11/2/2011,40,N,G1079,G0052
3804,11/2/2011,70,N,G1076,G0052
3805,11/2/2011,40,N,G1107,G1016
3806,11/2/2011,40,N,G1074,G0052
3807,11/2/2011,50,N,G1098,G0001
3809,11/2/2011,40,N,G1012,G1137
3810,11/2/2011,91,FAB,,
3811,11/2/2011,50,N,,
3812,11/2/2011,80,DIVERS,,
3813,11/2/2011,80,N,,
3814,11/2/2011,90,N,G1078,G0052
3815,11/2/2011,40,N,G1077,G0052
3816,11/2/2011,50,N,G1082,G0052
3817,11/2/2011,80,N,g1110,G1016
3818,11/2/2011,50,N,,
3819,11/2/2011,50,N,G1113,G0010
3820,11/2/2011,40,FAB,,
3821,11/2/2011,50,EG,,
3823,11/2/2011,50,N,G1032,G0014
3824,11/2/2011,70,EG,,
3825,11/2/2011,40,FAB,G1008,G0058
3826,11/2/2011,50,N,G1094,G0014
3827,11/2/2011,80,FEN,,
3829,11/2/2011,80,FEN,,
3830,11/2/2011,40,N,G1100,G0038
3831,11/2/2011,40,N,G1074,G0052
3832,11/2/2011,80,DIVERS,,
3833,11/2/2011,40,N,G1011,G0002
3834,11/2/2011,40,EG,,
3835,11/2/2011,40,N,,
3836,11/2/2011,40,N,g1106,G1016
3837,11/2/2011,40,N,G1079,G0052
3838,11/2/2011,80,N,g1106,G1016
3839,11/2/2011,50,FAB,,
3841,11/2/2011,50,N,G1082,G0052
3842,11/2/2011,40,N,G1106,G1016
3843,11/2/2011,80,FEN,,
3845,11/2/2011,80,N,G1012,G1137
3846,11/2/2011,80,N,G1100,G0038
3847,11/2/2011,40,N,G1074,G0052
3848,11/2/2011,40,N,G1079,G0052
3849,11/2/2011,80,N,G1037,G0061
3850,11/2/2011,40,N,G1085,G0038
3851,11/2/2011,50,N,G1107,G1016
3852,11/2/2011,40,N,G1056,G0014
3853,11/2/2011,40,FAB,,
3854,11/2/2011,80,N,G1110,G1016
3855,11/2/2011,70,EG,,
3856,11/2/2011,80,FEN,,
3858,11/2/2011,50,N,G1058,G0052
3859,11/2/2011,50,N,G1037,G0061
3860,11/2/2011,50,N,G1032,G0014
3861,11/2/2011,40,N,G1079,G0052
3862,11/2/2011,70,EG,,
3863,11/2/2011,50,FAB,,
3864,11/2/2011,50,FAB,,
3865,11/2/2011,70,EG,,
3866,11/2/2011,50,N,G1082,G0052
3868,11/2/2011,50,N,,
3870,11/2/2011,70,N,G1075,G0052
3871,11/2/2011,80,N,G1108,G1016
3872,11/2/2011,70,FEN,,
3873,11/2/2011,80,N,G1110,G1016
3874,11/2/2011,70,GSB,G1123,G0030
3875,11/2/2011,80,N,G1108,G1016
3876,11/2/2011,50,N,G1084,G0014
3877,11/2/2011,50,GSB,G1123,G0030
3878,11/2/2011,70,N,G1077,G0052
3879,11/2/2011,40,N,G1079,G0052
3881,11/2/2011,70,N,G1089,G0038
3882,11/2/2011,80,N,g1106,G1016
3883,11/2/2011,40,N,G1107,G1016
3884,11/2/2011,50,N,G1122,G0036
3885,11/2/2011,80,N,G1060,G0014
3886,11/2/2011,40,FEN,,
3887,11/2/2011,80,EG,,
3888,11/2/2011,50,N,,
3889,11/2/2011,40,N,G1074,G0052
3890,11/2/2011,40,N,g1106,G1016
3892,11/2/2011,40,N,G1079,G0052
3894,11/2/2011,80,N,G1083,G0052
3895,11/2/2011,40,N,G1037,G0061
3896,11/2/2011,80,FEN,G1111,G0003
3897,11/2/2011,40,EG,,
3898,11/2/2011,80,N,G1083,G0052
3899,11/2/2011,80,EG,G1114,G0006
3900,11/2/2011,40,N,G1012,G1137
3901,11/2/2011,50,N,G1109,G1016
3902,11/2/2011,40,FAB,,
3903,11/2/2011,50,N,G1012,G1137
3904,11/2/2011,50,N,G1037,G0061
3905,11/2/2011,80,N,G1011,G0002
3906,11/2/2011,50,N,G1037,G0061
3907,11/2/2011,70,N,,
3908,11/2/2011,70,N,G1107,G1016
3909,11/2/2011,40,N,G1100,G0038
3910,11/2/2011,40,N,G1074,G0052
3911,11/2/2011,40,N,G1074,G0052
3912,11/2/2011,40,N,G1106,G1016
3913,11/2/2011,80,DIVERS,,
3914,11/2/2011,50,N,G1089,G0038
3915,11/2/2011,80,GSB,G1123,G0030
3917,11/2/2011,40,N,G1074,G0052
3918,11/2/2011,40,FAB,,
3919,11/2/2011,70,N,G1012,G1137
3920,11/2/2011,40,N,G1037,G0061
3921,11/2/2011,80,N,G1135,G0070
3922,11/2/2011,80,N,,
3923,11/2/2011,50,FEN,,
3924,11/2/2011,50,EG,,
3925,11/2/2011,80,GSB,G1123,G0030
3926,11/2/2011,70,N,G1037,G0061
3927,11/2/2011,80,N,G1037,G0061
3928,11/2/2011,50,N,G1032,G0014
3930,11/2/2011,80,EG,,
3933,11/2/2011,50,FEN,,
3935,11/2/2011,40,N,,
3936,11/2/2011,80,GSB,G1123,G0030
3937,11/2/2011,70,N,G1037,G0061
3939,11/2/2011,50,N,G1089,G0038
3940,11/2/2011,70,N,,
3941,11/2/2011,80,N,G1110,G1016
3944,11/2/2011,50,N,,
3945,11/2/2011,40,N,g1106,G1016
3946,11/2/2011,40,N,G1079,G0052
3947,11/2/2011,80,FEN,,
3948,11/2/2011,70,N,G1077,G0052
3949,11/2/2011,80,N,g1106,G1016
3950,11/2/2011,70,N,,
3951,11/2/2011,80,FEN,,
3952,11/2/2011,80,N,G1083,G0052
3953,11/2/2011,80,FEN,,
3954,11/2/2011,70,N,G1076,G0052
3955,11/2/2011,50,N,G1058,G0052
3956,11/2/2011,80,EG,G1114,G0006
3958,11/2/2011,80,FEN,,
3959,11/2/2011,40,N,G1080,G0052
3960,11/2/2011,80,N,G1094,G0014
3961,11/2/2011,80,N,G1058,G0052
3962,11/2/2011,50,N,G1082,G0052
3963,11/2/2011,50,N,G1058,G0052
3964,11/2/2011,80,N,G1108,G1016
3965,11/2/2011,50,FEN,,
3966,11/2/2011,50,N,,
3967,11/2/2011,40,N,G1122,G0036
3968,11/2/2011,40,N,,
3971,11/2/2011,40,N,G1011,G0002
3972,11/2/2011,40,N,G1029,G0052
3973,11/2/2011,40,N,G1100,G0038
3975,11/2/2011,70,N,G1037,G0061
3977,11/2/2011,80,FEN,,
3978,11/2/2011,50,N,g1109,G1016
3979,11/2/2011,70,N,G1075,G0052
3980,11/2/2011,50,N,G1012,G1137
3982,11/2/2011,40,N,G1094,G0014
3984,11/2/2011,40,EG,,
3985,11/2/2011,50,N,G1012,G1137
3987,11/2/2011,50,N,G1081,G0052
3988,11/2/2011,50,EG,G1012,G1137
3989,11/2/2011,40,N,G1126,G0046
3990,11/2/2011,70,N,G1013,G0015
3991,11/2/2011,80,DIVERS,,
3992,11/2/2011,40,N,G1126,G0046
3993,11/2/2011,50,N,G1081,G0052
3994,11/2/2011,50,N,G1081,G0052
3995,11/2/2011,40,N,G1134,G0063
3996,11/2/2011,80,N,G1056,G0014
3997,11/2/2011,80,EG,,
3998,11/2/2011,80,FEN,,
3999,11/2/2011,80,N,G1083,G0052
4000,11/2/2011,50,N,G1089,G0038
4001,11/2/2011,70,N,G1022,G0015
4002,11/2/2011,40,N,,
4003,11/2/2011,70,N,G1077,G0052
4004,11/2/2011,80,GSB,G1123,G0030
4006,11/2/2011,80,N,G1058,G0052
4008,11/2/2011,40,EG,,
4009,11/2/2011,80,N,G1083,G0052
4010,11/2/2011,80,N,G1108,G1016
4012,11/2/2011,40,N,G1100,G0038
4013,11/2/2011,80,FEN,,
4014,11/2/2011,70,N,G1073,G0052
4015,11/2/2011,40,N,G1018,G0001
4017,11/2/2011,80,FEN,,
4019,11/2/2011,50,GSB,G1123,G0030
4020,11/2/2011,70,N,G1078,G0052
4021,11/2/2011,40,FEN,,
4022,11/2/2011,40,N,G1080,G0052
4023,11/2/2011,50,N,,
4024,11/2/2011,40,N,G1106,G1016
4025,11/2/2011,80,N,G1083,G0052
4026,11/2/2011,50,EG,G1135,G0070
4027,11/2/2011,80,DIVERS,,
4028,11/2/2011,70,N,G1075,G0052
4029,11/2/2011,80,DIVERS,,
4030,11/2/2011,80,N,G0003,
4031,11/2/2011,70,FEN,,
4032,11/2/2011,40,N,G1074,G0052
4033,11/2/2011,40,FAB,,
4034,11/2/2011,70,N,G1037,G0061
4035,11/2/2011,70,EG,,
4036,11/2/2011,91,FAB,,
4037,11/2/2011,80,N,G1011,G0002
4038,11/2/2011,70,N,G1062,G0015
4039,11/2/2011,50,N,G1012,G1137
4040,11/2/2011,80,DIVERS,,
4041,11/2/2011,40,FAB,G1033,G0053
4042,11/2/2011,70,N,G1077,G0052
4043,11/2/2011,80,DIVERS,,
4046,11/2/2011,50,N,G1119,G0025
4047,11/2/2011,70,N,G1078,G0052
4049,11/2/2011,50,N,G1037,G0061
4050,11/2/2011,50,N,G1037,G0061
4051,11/2/2011,80,N,G1119,G0025
4052,11/2/2011,90,FEN,,
4056,11/2/2011,70,N,G1093,G0014
4060,11/2/2011,50,N,G1097,G0014
4061,11/2/2011,80,FAB,,
4062,11/2/2011,70,GSB,G1123,G0030
4063,11/2/2011,40,N,G1096,G0001
4064,11/2/2011,40,N,g1106,G1016
4065,11/2/2011,50,N,,
4066,11/2/2011,80,FEN,G1114,G0006
4067,1/16/2013,0,DIVERS,,
4068,11/2/2011,40,FEN,G1113,G0010
4069,11/2/2011,50,FAB,G1124,G0039
4070,11/2/2011,90,FAB,,
4071,11/2/2011,80,FEN,,
4072,11/2/2011,80,N,G1037,G0061
4073,11/2/2011,80,FEN,,
4074,11/2/2011,40,N,,
4076,11/2/2011,50,FAB,G1008,G0058
4077,11/2/2011,80,DIVERS,G1131,G0058
4078,11/2/2011,70,FEN,,
4079,11/2/2011,50,FEN,G1011,G0002
4080,11/2/2011,40,FAB,G1051,G1052
4081,11/2/2011,40,FEN,G1051,G1052
4082,11/2/2011,80,N,G1037,G0061
4084,11/2/2011,40,FEN,,
4086,11/2/2011,40,FAB,,
4087,11/2/2011,50,FEN,,
4088,11/2/2011,50,FEN,,
4089,11/2/2011,40,FEN,,
4092,11/2/2011,40,N,G1105,G0001
4093,11/2/2011,50,FEN,,
4094,11/2/2011,40,FEN,,
4095,11/2/2011,70,N,G1097,G0014
4100,11/2/2011,80,N,G1083,G0052
4101,11/2/2011,80,N,G1100,G0038
4102,11/2/2011,80,N,G1083,G0052
4103,11/2/2011,80,FEN,,
4104,11/2/2011,80,N,G1108,G1016
4105,11/2/2011,50,N,G1084,G0014
4106,11/2/2011,50,N,,
4107,11/2/2011,50,N,G1037,G0061
4108,11/2/2011,50,N,g1109,G1016
4109,11/2/2011,80,N,G1135,G0070
4110,11/2/2011,70,FEN,,
4111,11/2/2011,70,FAB,,
4112,11/2/2011,80,N,G1083,G0052
4113,11/2/2011,80,N,,
4114,11/2/2011,80,DIVERS,,
4115,11/2/2011,70,N,G1037,G0061
4117,11/2/2011,40,FEN,,
4118,11/2/2011,40,FEN,,
4119,11/2/2011,80,N,G1083,G0052
4120,11/2/2011,70,FAB,,
4121,11/2/2011,50,N,G1089,G0038
4122,11/2/2011,50,N,g1109,G1016
4123,11/2/2011,50,N,G1082,G0052
4125,11/2/2011,40,FEN,,
4126,11/2/2011,80,N,G1032,G0014
4127,11/2/2011,70,FEN,,
4128,11/2/2011,80,N,g1110,G1016
4129,11/2/2011,40,FEN,,
4130,11/2/2011,80,FEN,,
4131,11/2/2011,80,N,G1094,G0014
4132,11/2/2011,80,FEN,,
4133,11/2/2011,70,FAB,,
4135,11/2/2011,80,N,,
4137,11/2/2011,70,N,G1077,G0052
4139,11/2/2011,80,N,G1119,G0025
4140,11/2/2011,50,N,,
4141,11/2/2011,40,N,G1100,G0038
4142,11/2/2011,80,FEN,,
4143,11/2/2011,50,N,G1060,G0014
4144,11/2/2011,40,N,G1011,G0002
4145,11/2/2011,50,FEN,G1111,G0003
4146,11/2/2011,40,N,,
4148,11/2/2011,40,FAB,,
4150,11/2/2011,50,N,G1081,G0052
4151,11/2/2011,80,N,G1097,G0014
4152,11/2/2011,40,FEN,,
4153,11/2/2011,50,N,,
4154,11/2/2011,80,N,G1100,G0038
4155,11/2/2011,80,EG,,
4157,11/2/2011,80,N,G1011,G0002
4160,11/2/2011,70,N,G1077,G0052
4161,11/2/2011,50,N,G1089,G0038
4162,11/2/2011,50,N,G1110,G1016
4165,11/2/2011,80,FEN,,
4166,11/2/2011,40,N,G1080,G0052
4167,11/2/2011,40,FEN,,
4168,11/2/2011,80,FEN,,
4169,11/2/2011,50,FAB,,
4171,11/2/2011,80,FEN,,
4172,11/2/2011,70,EG,,
4173,11/2/2011,50,N,G1032,G0014
4174,11/2/2011,70,FAB,,
4175,11/2/2011,50,N,G1054,G0012
4176,11/2/2011,80,FEN,,
4177,11/2/2011,70,FEN,,
4178,11/2/2011,40,N,G1012,G1137
4179,11/2/2011,70,FEN,,
4183,11/2/2011,50,N,G1089,G0038
4184,11/2/2011,70,FAB,,
4185,11/2/2011,40,EG,,
4186,11/2/2011,91,FAB,,
